Name,Temp,BCCmagmom_composition_average,GSmagmom_composition_average,IsBCC_composition_average,ElectricalConductivity_composition_average,BCCmagmom_max_value,ThirdIonizationEnergy_composition_average,NdValence_composition_average,GSestFCClatcnt_composition_average,ElectronAffinity_composition_average,valence_composition_average,valence_difference,GSestBCClatcnt_composition_average,SpaceGroupNumber_difference,SecondIonizationEnergy_composition_average,Electronegativity_arithmetic_average,IsHexagonal_composition_average,BCCefflatcnt_composition_average,HHIp_composition_average,ThirdIonizationEnergy_arithmetic_average,BCCmagmom_arithmetic_average
Co1Lu3,2,-0.340584962,-0.339998808,-0.94101955,-0.494201546,0.562039002,-0.616583759,-0.720669388,1.328773755,-0.254778644,-0.951424349,-1.434345439,1.328773754,-0.967920822,-0.50738129,-0.691325647,2.105894219,1.515482345,2.466337539,-0.215613202,1.080050086
Co3Lu4,2,0.12688717,0.087445259,-0.94101955,-0.138334222,0.562039002,-0.413479774,-0.261486923,0.745160172,-0.179205736,-0.951424349,-1.434345439,0.745160171,-0.967920822,-0.401423677,-0.691325647,2.105894219,0.9450119,1.838583473,-0.215613202,1.080050086
Co2Lu1,2,0.750183347,0.657370681,-0.94101955,0.336155543,0.562039002,-0.142674461,0.350756363,-0.032991273,-0.078441858,-0.951424349,-1.434345439,-0.032991274,-0.967920822,-0.260146858,-0.691325647,2.105894219,0.18438464,1.001578051,-0.215613202,1.080050086
Co3Lu1,362,0.968337008,0.856844579,-0.94101955,0.502226961,0.562039002,-0.047892601,0.565041513,-0.305344279,-0.043174501,-0.951424349,-1.434345439,-0.305344279,-0.967920822,-0.210699972,-0.691325647,2.105894219,-0.081834902,0.708626153,-0.215613202,1.080050086
Co17Lu2,1192,1.347235473,1.203299243,-0.94101955,0.790666792,0.562039002,0.116728524,0.937220984,-0.778378447,0.01807933,-0.951424349,-1.434345439,-0.778378447,-0.967920822,-0.124818537,-0.691325647,2.105894219,-0.54421621,0.199814962,-0.215613202,1.080050086
Co1Y3,2,-0.340584962,-0.342607835,-0.94101955,-0.466860519,0.562039002,-0.646303687,-0.720669388,1.655227171,-1.048294183,-0.951424349,-1.434345439,1.655227172,-0.967920822,-0.738590691,-0.779879943,2.105894219,1.802255482,2.589926621,-0.239302139,1.080050086
Co3Y4,6,0.12688717,0.085457429,-0.94101955,-0.117502964,0.562039002,-0.436123528,-0.261486923,0.993886584,-0.783789003,-0.951424349,-1.434345439,0.993886585,-0.967920822,-0.57758322,-0.779879943,2.105894219,1.163505718,1.932746583,-0.239302139,1.080050086
Co2Y1,291,0.750183347,0.656211113,-0.94101955,0.348307111,0.562039002,-0.155883317,0.350756363,0.112099134,-0.431115431,-0.951424349,-1.434345439,0.112099135,-0.967920822,-0.362906592,-0.779879943,2.105894219,0.311839367,1.056506532,-0.239302139,1.080050086
Co3Y1,301,0.968337008,0.855974903,-0.94101955,0.511340637,0.562039002,-0.057799244,0.565041513,-0.196526473,-0.30767968,-0.951424349,-1.434345439,-0.196526473,-0.967920822,-0.287769772,-0.779879943,2.105894219,0.013756144,0.749822514,-0.239302139,1.080050086
Co17Y2,1167,1.347235473,1.202933064,-0.94101955,0.794504129,0.562039002,0.112557306,0.937220984,-0.732560423,-0.093291272,-0.951424349,-1.434345439,-0.732560423,-0.967920822,-0.15726898,-0.779879943,2.105894219,-0.503967349,0.217160798,-0.239302139,1.080050086
Mn23Sm6,450,0.014158773,-0.94151844,1.518879582,-1.098846766,-0.371861304,0.059407603,-0.092592224,-0.285690612,-1.199700596,1.624690057,1.003422116,-0.285690611,-0.316527966,-0.504897873,-1.452892593,-0.895237858,-0.101941179,-0.096360204,-0.072883289,-0.068626366
Ni1Sm1,45,-0.944860935,-0.481038317,-0.94101955,-0.220791285,-1.185489496,-0.14471473,-0.077813937,0.790340625,0.284811921,-0.951424349,-1.434345439,0.790340625,-0.214348695,-0.519072704,-0.815301661,-0.895237858,0.954127851,1.010732798,0.008591477,-1.069370812
Ni2Sm1,22,-0.928132598,-0.327418022,-0.94101955,0.052618976,-1.185489496,0.032818955,0.493613129,0.159190047,0.499942801,-0.951424349,-1.434345439,0.159190048,-0.214348695,-0.297746445,-0.815301661,-0.895237858,0.333463355,0.232579319,0.008591477,-1.069370812
Ni3Sm1,85,-0.919768429,-0.250607874,-0.94101955,0.189324107,-1.185489496,0.121585797,0.779326663,-0.156385241,0.60750824,-0.951424349,-1.434345439,-0.156385241,-0.214348695,-0.187083316,-0.815301661,-0.895237858,0.023131108,-0.15649742,0.008591477,-1.069370812
Ni5Sm1,26,-0.91140426,-0.173797726,-0.94101955,0.326029237,-1.185489496,0.21035264,1.065040196,-0.47196053,0.71507368,-0.951424349,-1.434345439,-0.47196053,-0.214348695,-0.076420186,-0.815301661,-0.895237858,-0.28720114,-0.545574159,0.008591477,-1.069370812
Ni17Sm2,413.5,-0.905241189,-0.117200775,-0.94101955,0.426759334,-1.185489496,0.275759787,1.275565958,-0.70448969,0.794332425,-0.951424349,-1.434345439,-0.70448969,-0.214348695,0.005121067,-0.815301661,-0.895237858,-0.515867006,-0.832262283,0.008591477,-1.069370812
Os2Sm1,34.5,-0.995045947,-0.941899203,-0.94101955,-0.133705053,-1.255162304,-2.093293142,-0.077813937,0.738458637,0.485835858,1.755362526,1.612864005,0.738458637,-0.610293372,-2.563448923,-0.301686744,1.10551686,0.961456297,1.880433744,-1.897907208,-1.155066805
Pt2Sm1,6,-0.995045947,-0.941899203,-0.94101955,-0.368635352,-1.255162304,-2.093293142,0.779326663,0.864985857,1.830227516,-0.410066974,-0.82490355,0.864985857,-0.214348695,-0.248486621,-0.15999987,-0.895237858,1.025574498,1.880433744,-1.897907208,-1.155066805
Rh2Sm1,20,-0.611231556,-0.941899203,-0.94101955,0.733106737,-0.855519682,-0.215640548,0.493613129,0.675229952,0.626905287,0.672647776,0.393980228,0.675229952,-0.214348695,-0.308720786,-0.15999987,-0.895237858,0.875508672,1.038197038,-0.214203792,-0.663515334
Sm1Zn1,125,-0.995045947,-0.941899203,-0.94101955,-0.081048262,-1.255162304,0.061669879,0.350756363,1.211197517,-0.889591075,-1.357442381,-0.82490355,1.211197519,-0.610293372,-0.538153092,-1.275784001,0.605328181,1.383038626,1.17551824,0.255346723,-1.155066805
Mn2O4Sn1,53,-0.631481513,-0.941762034,-0.054844707,-1.006303304,-0.371861304,1.312575388,-0.567608566,-0.734625446,0.653305423,-0.37139859,1.612864005,-0.734625446,1.650423011,1.727028283,1.935785138,-0.895237858,-0.989669638,-1.260952231,1.136607717,-0.430773179
Sn97Te100,0.2,-0.995045947,-0.941899203,-0.94101955,-0.654133441,-1.255162304,-0.152409297,2.493607863,2.777198006,1.88457147,0.685013808,-0.215461661,2.777198006,-0.827424324,-0.139763357,0.920362543,0.62817944,1.981619271,-0.361224512,0.001490217,-1.155066805
Ca1Fe5Mo5O30Sr9,413,-0.666942398,-0.615150602,-0.32069716,-0.642936728,1.022399734,1.515716551,-1.320667808,-0.026492149,-0.079147205,-1.113831562,1.003422116,-0.026492149,1.803691918,1.714196856,0.374868079,-0.895237858,-0.194225617,-0.986466765,1.326292681,-0.034526695
Fe1Mo1O6Sr2,425,-0.666942398,-0.615150602,-0.32069716,-0.706853971,1.022399734,1.50246296,-1.320667808,0.00488503,-0.084225705,-1.113831562,1.003422116,0.004885031,1.803691918,1.711050463,1.150603713,-0.895237858,-0.163855148,-0.983171056,1.069958864,0.245608333
Fe12O19Sr1,750,0.235342362,0.283408053,0.222084931,-0.645336662,1.022399734,1.322210804,-0.827811963,-1.073710704,0.433529959,-0.545406318,1.003422116,-1.073710703,1.803691918,1.846223082,1.073856656,-0.895237858,-1.192382231,-1.14349356,1.500958389,0.712500046
La7Mn10O30Sr3,363,-0.740375629,-0.941803185,-0.32069716,-1.093759869,-0.371861304,1.278727898,-1.303524996,-0.348948278,0.307665169,-0.837739301,1.612864005,-0.348948277,1.752602282,1.686350714,-0.036023855,-0.475079367,-0.483382585,-0.663487298,0.935251749,-0.611312306
La75Mn150O499Sr125,130,-0.770116391,-0.941814381,-0.393031573,-1.054103967,-0.371861304,1.401568542,-1.375639899,-0.051299118,-0.09367287,-0.974379432,1.612864005,-0.051299118,1.752602282,1.610764472,-0.036023855,-0.630120183,-0.200067572,-0.755680451,0.935251749,-0.611312306
O3Ru1Sr1,160,-0.995028132,-0.941899203,-0.94101955,-0.691056933,-1.255100473,1.494564849,-1.192096718,0.024693181,0.127378439,-0.789017137,2.222305894,0.024693181,1.752602282,1.727493267,1.510724517,-0.295011442,-0.128023687,-0.895285487,1.42213982,-1.155016104
O6Pb1Ru2Sr1,0,-0.995028132,-0.941899203,-0.94101955,-0.693487247,-1.255100473,1.388860746,-0.763526418,-0.246996741,0.715637958,-0.626609924,2.222305894,-0.24699674,1.752602282,1.802280903,1.628796912,-0.295011442,-0.384030361,-0.977678208,1.140483595,-1.155028779
B4Mn2Ta1,780,-0.631481513,-0.941762034,0.388242714,-1.016718933,-0.371861304,0.036364058,-0.996178866,-1.375121297,-0.910751489,0.208627169,1.003422116,-1.375121296,-0.163259059,0.271039726,-0.260361405,-0.895237858,-1.377441182,-0.531188128,-0.580198777,-0.430773179
Tb1,219,-0.995045947,-0.941899203,-0.94101955,-1.065325202,-1.255162304,-0.814512584,-1.792095138,2.50535854,-0.360580716,-0.139388287,-1.434345439,2.50535854,-0.967920822,-1.097750925,-1.98421837,2.105894219,2.648648121,3.345193233,-0.792224704,-1.155066805
Al2Tb1,111,-0.995045947,-0.941899203,-0.94101955,1.915859274,-1.255162304,-0.419335024,-1.792095138,0.994002602,-0.431115431,-0.680745662,-0.82490355,0.994002603,-0.571976145,-0.187005373,-1.275784001,0.105139501,1.200006278,0.452293243,-0.43786639,-1.155066805
Al2Tb3,190,-0.995045947,-0.941899203,-0.94101955,0.723385483,-1.255162304,-0.577406048,-1.792095138,1.598544977,-0.402901545,-0.464202712,-0.82490355,1.598544978,-0.571976145,-0.551303594,-1.275784001,0.905441388,1.779463015,1.609453239,-0.43786639,-1.155066805
C1Tb2,266,-0.995045947,-0.941899203,-0.94101955,-1.098944538,-1.255162304,-0.029326147,-1.792095138,0.819471605,0.14938527,-0.139388287,-1.434345439,0.819471605,-0.967920822,-0.296000527,0.389036766,2.105894219,1.10532041,1.697338808,0.615938968,-1.155066805
Cd5Tb6,185,-0.995045947,-0.941899203,-0.94101955,-0.303090535,-1.255162304,-0.172755042,0.155951681,1.718016891,-0.841499224,-0.877602889,-0.215461661,1.718016891,-0.967920822,-0.640042701,-1.134097127,2.105894219,1.872925239,1.397728912,0.051795328,-1.155066805
Co2Tb1,235,0.750183347,0.656211113,-0.94101955,0.311852409,0.562039002,-0.113868876,0.207899596,0.086850649,-0.078441858,-0.680745662,-0.82490355,0.08685065,-0.967920822,-0.40748985,-0.797590802,2.105894219,0.295887024,1.001578051,-0.163952888,1.080050086
Co3Tb1,506,0.968337008,0.855974903,-0.94101955,0.48399961,0.562039002,-0.026288412,0.457898938,-0.215462837,-0.043174501,-0.748415334,-0.82490355,-0.215462837,-0.967920822,-0.321207216,-0.797590802,2.105894219,0.001791887,0.708626153,-0.163952888,1.080050086
Co5Tb1,980,1.18649067,1.055738693,-0.94101955,0.656146812,0.562039002,0.061292051,0.707898279,-0.517776323,-0.007907144,-0.816085006,-0.82490355,-0.517776323,-0.967920822,-0.234924581,-0.797590802,2.105894219,-0.292303251,0.415674255,-0.163952888,1.080050086
Co7Tb2,718.5,1.041054895,0.922562833,-0.94101955,0.541382011,0.562039002,0.002905075,0.541232052,-0.316233999,-0.031418715,-0.770971891,-0.82490355,-0.316233999,-0.967920822,-0.292446338,-0.797590802,2.105894219,-0.096239826,0.61097552,-0.163952888,1.080050086
Co17Tb2,1187,1.347235473,1.202933064,-0.94101955,0.782992118,0.562039002,0.125825024,0.892108321,-0.740533629,0.01807933,-0.865946869,-0.82490355,-0.740533629,-0.967920822,-0.171347903,-0.797590802,2.105894219,-0.509004931,0.199814962,-0.163952888,1.080050086
Cr1O7Sb1Tb2,15,-0.995045947,-0.941899203,-0.659054827,-1.038812692,-1.255162304,1.193673302,-1.207681092,-0.307926882,0.991185026,-0.951424349,1.003422116,-0.307926881,1.803691918,1.88035404,1.132892853,-0.34957748,-0.508175773,-0.20019053,0.440033702,-1.155066805
Cu1Tb1,80,-0.995045947,-0.941899203,-0.94101955,2.567993378,-1.255162304,-0.138049849,0.350756363,0.795109312,0.362047434,-0.951424349,-0.215461661,0.795109312,-0.571976145,-0.277761922,-0.762169083,0.605328181,0.961856585,1.17551824,0.016560067,-1.155066805
Fe2Tb1,697.5,1.192311047,1.236424808,1.126721749,-0.230917591,1.022399734,-0.28609786,-0.077813937,0.168941951,-0.727361232,0.943326464,-0.215461661,0.16894195,-0.520886509,-0.517233255,-0.886145098,0.105139501,0.343389064,0.74524514,-0.318391749,1.646283471
Fe3Tb1,648,1.465730671,1.508715309,1.385189411,-0.126616639,1.022399734,-0.220046019,0.136471213,-0.123110123,-0.773208796,1.078665808,-0.215461661,-0.123110123,-0.520886509,-0.444668546,-0.886145098,-0.144954839,0.055231682,0.420251629,-0.318391749,1.646283471
Fe17Tb2,409,1.940617387,1.981640917,1.83410693,0.054537645,1.022399734,-0.105324402,0.508650684,-0.630358461,-0.852838776,1.313728878,-0.215461661,-0.630358462,-0.520886509,-0.318635105,-0.886145098,-0.579329218,-0.445252192,-0.144210786,-0.318391749,1.646283471
Fe23Tb6,560.5,1.607154615,1.649555224,1.518879582,-0.072667871,1.022399734,-0.185881274,0.247308359,-0.27417154,-0.796923053,1.148668916,-0.215461661,-0.274171541,-0.520886509,-0.407135076,-0.886145098,-0.27431398,-0.09381524,0.252151537,-0.318391749,1.646283471
Fe5O12Tb3,554.2,-0.174787074,-0.125027699,-0.165616563,-0.81804081,1.022399734,1.180385994,-1.149239688,-0.730807189,0.658504839,-0.707813531,1.003422116,-0.730807189,1.803691918,1.767852028,1.380844883,-0.445068046,-0.851494056,-0.595925267,0.717109342,0.712500046
Ga1Tb1,158,-0.995045947,-0.941899203,-0.94101955,-1.01064315,-1.255162304,-0.415526521,0.350756363,1.585163914,-0.582765067,-0.545406318,-0.82490355,1.585163914,0.69249234,-0.257372096,-0.921566816,0.605328181,1.65203889,2.246623616,-0.315193472,-1.155066805
Ir2Tb1,45.5,-0.494406789,-0.941899203,-0.94101955,0.587287931,-0.733877144,-2.139025408,0.207899596,0.695613756,1.050113574,-0.680745662,-0.82490355,0.695613756,-0.571976145,-2.535015404,-0.230843307,0.105139501,0.912239774,1.880433744,-1.979924056,-0.513897738
Mn5Tb1,445,0.065350317,-0.941499126,1.643657074,-1.105830426,-0.371861304,0.073911497,-0.006385554,-0.466055529,-1.242264647,1.89070187,0.393980228,-0.466055529,-0.674155417,-0.456282017,-1.382049156,-0.395049178,-0.277871046,-0.270931755,-0.154900136,-0.068626366
N1Tb1,40,-0.995045947,-0.941899203,-0.94101955,-1.120007254,-1.255162304,0.343363107,-1.792095138,1.205228875,-0.963652525,0.266629745,-0.82490355,1.205228876,-0.967920822,0.592921052,1.256868868,2.105894219,0.396426885,1.093125519,0.592141615,-1.155066805
Ni1Tb1,50,-0.944860935,-0.481038317,-0.94101955,-0.232942852,-1.185489496,-0.21331313,-0.077813937,0.701123716,0.284811921,-0.545406318,-0.82490355,0.701123716,-0.571976145,-0.476422426,-0.744458224,0.605328181,0.870391243,1.010732798,-0.07342537,-1.069370812
Ni2Tb1,40,-0.928132598,-0.327418022,-0.94101955,0.044517932,-1.185489496,-0.012913312,0.493613129,0.099712109,0.499942801,-0.680745662,-0.82490355,0.099712109,-0.571976145,-0.269312927,-0.744458224,0.105139501,0.277638951,0.232579319,-0.07342537,-1.069370812
Ni3Tb1,98,-0.919768429,-0.250607874,-0.94101955,0.183248323,-1.185489496,0.087286598,0.779326663,-0.200993695,0.60750824,-0.748415334,-0.82490355,-0.200993695,-0.571976145,-0.165758177,-0.744458224,-0.144954839,-0.018737196,-0.15649742,-0.07342537,-1.069370812
Ni5Tb1,23,-0.91140426,-0.173797726,-0.94101955,0.321978715,-1.185489496,0.187486507,1.065040196,-0.501699499,0.71507368,-0.816085006,-0.82490355,-0.501699499,-0.571976145,-0.062203427,-0.744458224,-0.395049178,-0.315113342,-0.545574159,-0.07342537,-1.069370812
Ni7Tb2,101,-0.916980373,-0.225004492,-0.94101955,0.229491787,-1.185489496,0.120686567,0.874564507,-0.301228963,0.643363387,-0.770971891,-0.82490355,-0.301228963,-0.571976145,-0.131239927,-0.744458224,-0.228319618,-0.117529245,-0.286189666,-0.07342537,-1.069370812
Ni17Tb2,396.5,-0.905241189,-0.117200775,-0.94101955,0.424201109,-1.185489496,0.261318018,1.275565958,-0.723272197,0.794332425,-0.865946869,-0.82490355,-0.723272197,-0.571976145,0.014100073,-0.744458224,-0.579329218,-0.533495766,-0.832262283,-0.07342537,-1.069370812
Al1Ni39Tb20,53,-0.929805431,-0.342780051,-0.94101955,0.091301465,-1.185489496,-0.023073854,0.436470423,0.122069371,0.476666345,-0.680745662,-0.82490355,0.122069371,-0.571976145,-0.267255238,-0.685422027,0.105139501,0.300698134,0.238072167,-0.076786272,-1.097936143
Al9Ni191Tb100,56,-0.931143698,-0.355069675,-0.94101955,0.128728292,-1.185489496,-0.031202289,0.390756257,0.139955181,0.45804518,-0.680745662,-0.82490355,0.139955181,-0.571976145,-0.265609087,-0.685422027,0.105139501,0.31914548,0.242466446,-0.076786272,-1.097936143
Al8Ni2Tb5,59,-0.981663277,-0.819002967,-0.94101955,1.541591005,-1.185489496,-0.338050681,-1.334953484,0.815144503,-0.244903784,-0.680745662,-0.82490355,0.815144504,-0.571976145,-0.203466884,-0.685422027,0.105139501,1.015532813,0.408350458,-0.076786272,-1.097936143
Al179Ni21Tb100,84,-0.988020045,-0.877378679,-0.94101955,1.719368433,-1.185489496,-0.376660744,-1.55209577,0.9001021,-0.333354316,-0.680745662,-0.82490355,0.900102101,-0.571976145,-0.195647666,-0.685422027,0.105139501,1.103157709,0.429223281,-0.076786272,-1.097936143
Al48Ni2Tb25,118,-0.992369413,-0.917319956,-0.94101955,1.84100562,-1.185489496,-0.403078155,-1.700666807,0.958230982,-0.393873101,-0.680745662,-0.82490355,0.958230984,-0.571976145,-0.190297675,-0.685422027,0.105139501,1.163111585,0.443504686,-0.076786272,-1.097936143
Al101Ni101Tb100,47,-0.961478488,-0.63364126,-0.94101955,0.986961827,-1.185489496,-0.214142749,-0.645456719,0.540372252,0.035721613,-0.682538236,-0.82490355,0.540372253,-0.571976145,-0.225279707,-0.685422027,0.098514486,0.732498689,0.332493377,-0.076786272,-1.097936143
H3O3Tb1,3.71,-0.995045947,-0.941899203,-0.94101955,-1.159065863,-1.255162304,-0.382597216,-1.792095138,-1.195969713,0.672349796,-1.879465564,0.393980228,-1.195969712,1.356657605,-0.130343214,1.817712743,0.819694757,-1.905636664,-1.009850604,-0.390578862,-1.155066805
Os2Tb1,33.5,-0.995045947,-0.941899203,-0.94101955,-0.141806098,-1.255162304,-2.139025408,-0.077813937,0.678980699,0.485835858,2.026041214,1.003422116,0.678980698,-0.967920822,-2.535015404,-0.230843307,2.105894219,0.905631892,1.880433744,-1.979924056,-1.155066805
Pd19Tb51,30,-0.995045947,-0.941899203,-0.94101955,-0.765181493,-1.255162304,-0.543279785,-0.628832895,1.779736371,-0.303145306,-0.139388287,-1.434345439,1.779736371,-0.571976145,-0.686226518,-0.230843307,1.291301227,1.933051014,2.405916211,-0.194851502,-1.155066805
Pt2Tb1,10.6,-0.995045947,-0.941899203,-0.94101955,-0.376736396,-1.255162304,-2.139025408,0.779326663,0.805507919,1.830227516,-0.139388287,-1.434345439,0.805507918,-0.571976145,-0.220053103,-0.089156433,0.105139501,0.969750093,1.880433744,-1.979924056,-1.155066805
Rh2Tb1,40,-0.611231556,-0.941899203,-0.94101955,0.725005692,-0.855519682,-0.261372814,0.493613129,0.615752013,0.626905287,0.943326464,-0.215461661,0.615752013,-0.571976145,-0.280287267,-0.089156433,0.105139501,0.819684267,1.038197038,-0.296220639,-0.663515334
Si4Tb5,225,-0.995045947,-0.941899203,-0.94101955,-1.113909868,-1.255162304,-0.347739192,-1.792095138,1.804929998,0.425646235,-0.139388287,-1.434345439,1.804929999,-0.546431327,-0.697021219,-0.762169083,0.77205774,1.489281661,2.173385642,-0.164386553,-1.155066805
Fe10Tb1Y4,579,1.192311047,1.236424808,1.126721749,-0.201753829,1.022399734,-0.319709413,0.036471476,0.189140739,-1.00950009,0.726783514,0.393980228,0.189140738,-0.520886509,-0.481566648,-1.240362283,0.105139501,0.356150939,0.789187925,-0.526568902,0.712500046
Fe10Tb2Y3,620,1.192311047,1.236424808,1.126721749,-0.20904477,1.022399734,-0.311306525,0.007900123,0.184091042,-0.938965375,0.780919251,0.393980228,0.184091041,-0.520886509,-0.4904833,-1.240362283,0.105139501,0.35296047,0.778202229,-0.526568902,0.712500046
Fe20Tb9Y1,685,1.192311047,1.236424808,1.126721749,-0.22727212,1.022399734,-0.290299304,-0.063528261,0.1714668,-0.762628589,0.916258595,0.393980228,0.171466799,-0.520886509,-0.512774929,-1.240362283,0.105139501,0.344984299,0.750737988,-0.526568902,0.712500046
Tb1Zn1,204,-0.995045947,-0.941899203,-0.94101955,-0.093199829,-1.255162304,-0.006928521,0.350756363,1.121980609,-0.889591075,-0.951424349,-0.215461661,1.12198061,-0.967920822,-0.495502814,-1.204940564,2.105894219,1.299302018,1.17551824,0.173329876,-1.155066805
Co5Th1,550,1.18649067,1.055738693,-0.94101955,0.781713006,0.562039002,0.032471353,0.850755046,-0.505052281,-0.18424393,-0.816085006,-0.82490355,-0.505052281,-0.571976145,-0.235579301,-0.638193069,1.605705539,-0.276225558,-0.454026691,-0.267327724,1.080050086
Co3Fe2Th1,690,1.40755452,1.34584554,0.0928511,0.510328006,1.022399734,-0.053643139,0.707898279,-0.46400663,-0.508703617,-0.004048943,0.393980228,-0.46400663,-0.520886509,-0.290451003,-0.354819321,0.605328181,-0.252474538,-0.582193146,-0.126404748,2.202577973
Cr2Te4Ti1,214,-0.995045947,-0.94189422,-0.054844707,-0.855262796,-1.255162304,-0.194257659,1.391569949,1.421712618,1.328020349,1.252673535,-0.215461661,1.421712618,0.015554666,-0.020671071,-0.012409376,1.248427911,1.111652589,-0.389943463,-0.044839635,-1.155066805
Fe2Ti1,373.5,1.192311047,1.236436436,1.126721749,-0.16205871,1.022399734,-0.117405343,0.207899596,-0.57364392,-0.938965375,0.943326464,-0.215461661,-0.57364392,-0.520886509,-0.389095359,-0.301686744,0.105139501,-0.385731827,-0.792752323,-0.015856374,1.646283471
F3Fe1Tl1,77,-0.338838849,-0.288402,-0.32069716,-0.76639665,1.022399734,1.707278828,-0.420670178,-0.580512851,2.974300585,-1.438645987,1.612864005,-0.58051285,1.765374691,2.040897984,2.502532633,-0.295011442,-0.627977524,-0.40092916,1.284198289,0.712500046
Fe24La1O38Tl1,703,0.235361917,0.283408053,0.222084931,-0.650083368,1.022399734,1.268091235,-0.754151442,-1.144663002,0.571072652,-0.520030191,1.003422116,-1.144663002,1.803691918,1.873776822,0.805241958,-0.80145248,-1.258457128,-1.078265989,0.480256108,0.246142612
F3Ni1Tl1,139.5,-0.974971942,-0.757554849,-0.94101955,-0.683765993,-1.185489496,1.789234193,-0.249242058,-0.601281803,3.342491795,-1.925867625,-0.215461661,-0.601281803,1.714285056,2.115274082,2.596990549,-0.295011442,-0.647702559,-0.554728906,1.447509208,-1.097936143
Tm1,32,-0.995045947,-0.941899203,-0.94101955,-1.016718933,-1.255162304,-0.410357838,-1.792095138,2.262879237,-0.360580716,-0.951424349,-1.434345439,2.262879236,-0.967920822,-0.998794798,-1.842531496,2.105894219,2.385871035,3.345193233,-0.309013749,-1.155066805
Al2Tm1,3.9,-0.995045947,-0.941899203,-0.94101955,1.932061363,-1.255162304,-0.284616775,-1.792095138,0.913176168,-0.431115431,-0.951424349,-1.434345439,0.913176169,-0.571976145,-0.154019997,-1.204940564,0.105139501,1.112413916,0.452293243,-0.196260912,-1.155066805
Au4Tm1,2,-0.995045947,-0.941899203,-0.94101955,3.600876586,-1.255162304,-2.323097024,1.636467263,0.676146238,2.563619264,-0.951424349,-1.434345439,0.676146239,-0.571976145,0.268292578,0.442169344,-0.295011442,0.830302935,-0.346000679,-1.738318578,-1.155066805
Co2Tm1,18,0.750183347,0.656211113,-0.94101955,0.328054499,0.562039002,0.020849373,0.207899596,0.006024215,-0.078441858,-0.951424349,-1.434345439,0.006024215,-0.967920822,-0.374504474,-0.726747365,2.105894219,0.208294662,1.001578051,0.077652589,1.080050086
Co3Tm1,370,0.968337008,0.855974903,-0.94101955,0.496151178,0.562039002,0.074750274,0.457898938,-0.276082663,-0.043174501,-0.951424349,-1.434345439,-0.276082663,-0.967920822,-0.296468184,-0.726747365,2.105894219,-0.063902385,0.708626153,0.077652589,1.080050086
Co5Tm1,1020,1.18649067,1.055738693,-0.94101955,0.664247857,0.562039002,0.128651175,0.707898279,-0.55818954,-0.007907144,-0.951424349,-1.434345439,-0.55818954,-0.967920822,-0.218431893,-0.726747365,2.105894219,-0.336099431,0.415674255,0.077652589,1.080050086
Co17Tm2,1183.5,1.347235473,1.202933064,-0.94101955,0.788108567,0.562039002,0.168367629,0.892108321,-0.766057766,0.01807933,-0.951424349,-1.434345439,-0.766057766,-0.967920822,-0.160931469,-0.726747365,2.105894219,-0.536665676,0.199814962,0.077652589,1.080050086
Cr1O7Sb1Tm2,6,-0.995045947,-0.941899203,-0.659054827,-1.029975188,-1.255162304,1.267155983,-1.207681092,-0.352014028,0.991185026,-1.09906727,1.003422116,-0.352014027,1.803691918,1.898346063,1.168314572,-0.34957748,-0.555953425,-0.20019053,0.56083644,-1.155066805
Fe2Tm1,565,1.192311047,1.236424808,1.126721749,-0.214715501,1.022399734,-0.151379611,-0.077813937,0.088115517,-0.727361232,0.672647776,0.393980228,0.088115516,-0.520886509,-0.484247879,-0.815301661,0.105139501,0.255796703,0.74524514,-0.076786272,1.646283471
Fe3Tm1,540.5,1.465730671,1.508715309,1.385189411,-0.114465072,1.022399734,-0.119007333,0.136471213,-0.183729948,-0.773208796,0.875656792,0.393980228,-0.183729949,-0.520886509,-0.419929514,-0.815301661,-0.144954839,-0.010462589,0.420251629,-0.076786272,1.646283471
Fe17Tm2,265.5,1.940617387,1.981640917,1.83410693,0.059654094,1.022399734,-0.062781797,0.508650684,-0.655882598,-0.852838776,1.228251398,0.393980228,-0.655882599,-0.520886509,-0.30821867,-0.815301661,-0.579329218,-0.472912938,-0.144210786,-0.076786272,1.646283471
Fe23Tm6,477.5,1.607154615,1.649555224,1.518879582,-0.062611402,1.022399734,-0.102263051,0.247308359,-0.324339672,-0.796923053,0.980661455,0.393980228,-0.324339673,-0.520886509,-0.386661395,-0.815301661,-0.27431398,-0.148182912,0.252151537,-0.076786272,1.646283471
Fe5O12Tm3,549,-0.174787074,-0.125027699,-0.165616563,-0.81074987,1.022399734,1.241009206,-1.149239688,-0.767179084,0.658504839,-0.82961894,1.003422116,-0.767179084,1.803691918,1.782695447,1.42807384,-0.445068046,-0.890910619,-0.595925267,0.878179661,0.712500046
Ir2Tm1,1,-0.494406789,-0.941899203,-0.94101955,0.603490021,-0.733877144,-2.00430716,0.207899596,0.614787322,1.050113574,-0.951424349,-1.434345439,0.614787321,-0.571976145,-2.502030028,-0.15999987,0.105139501,0.824647412,1.880433744,-1.738318578,-0.513897738
Lu11Tm39,11,-0.995045947,-0.941133889,-0.94101955,-1.011372244,-1.255162304,-0.518283568,-1.697809672,2.237129014,-0.360580716,-0.951424349,-1.434345439,2.237129014,-0.967920822,-0.923318771,-1.807109778,2.105894219,2.370090421,3.345193233,-0.602279541,-1.155066805
